"final_result","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","id1"
1,90.0,180.0,61.0,63.0,283.0,156.0,385.0,419.0,254.0,24.0,877
0,5.0,2.0,59.0,30.0,16.0,0.0,39.0,40.0,0.0,0.0,878
0,150.0,203.0,133.0,118.0,64.0,42.0,0.0,0.0,0.0,0.0,879
1,52.0,137.0,350.0,222.0,180.0,498.0,163.0,115.0,340.0,0.0,880
1,61.0,411.0,292.0,160.0,199.0,131.0,109.0,96.0,78.0,17.0,881
0,33.0,23.0,59.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,882
0,21.0,1.0,36.0,32.0,24.0,21.0,21.0,43.0,5.0,0.0,883
0,0.0,164.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884
1,17.0,77.0,163.0,12.0,109.0,53.0,4.0,66.0,78.0,0.0,885
0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886
0,70.0,264.0,272.0,3.0,140.0,1.0,0.0,0.0,0.0,0.0,887
1,12.0,88.0,73.0,55.0,50.0,34.0,47.0,28.0,46.0,0.0,888
1,30.0,36.0,165.0,40.0,105.0,151.0,58.0,63.0,61.0,13.0,889
1,0.0,33.0,30.0,0.0,0.0,6.0,1.0,1.0,46.0,20.0,890
1,32.0,108.0,10.0,5.0,3.0,140.0,64.0,95.0,95.0,6.0,891
1,19.0,129.0,45.0,0.0,17.0,12.0,65.0,13.0,20.0,0.0,892
1,528.0,4140.0,1265.0,937.0,764.0,858.0,336.0,867.0,834.0,0.0,893
1,24.0,98.0,84.0,44.0,182.0,382.0,155.0,212.0,107.0,6.0,894
0,50.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895
0,24.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896
1,0.0,7.0,44.0,40.0,28.0,35.0,36.0,44.0,11.0,0.0,897
0,12.0,63.0,21.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,898
1,0.0,111.0,106.0,93.0,330.0,199.0,170.0,59.0,100.0,0.0,899
0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900
1,133.0,123.0,142.0,110.0,92.0,153.0,148.0,67.0,228.0,359.0,901
1,45.0,180.0,146.0,11.0,332.0,240.0,0.0,198.0,117.0,0.0,902
1,0.0,133.0,88.0,44.0,64.0,22.0,53.0,35.0,72.0,0.0,903
0,14.0,50.0,4.0,2.0,31.0,0.0,6.0,2.0,9.0,0.0,904
1,58.0,239.0,167.0,18.0,369.0,119.0,76.0,100.0,144.0,2.0,905
0,55.0,87.0,22.0,7.0,25.0,4.0,0.0,0.0,0.0,0.0,906
1,10.0,85.0,151.0,53.0,94.0,84.0,142.0,115.0,154.0,15.0,907
1,16.0,105.0,163.0,15.0,23.0,29.0,35.0,31.0,12.0,5.0,908
1,8.0,256.0,127.0,148.0,88.0,74.0,55.0,63.0,39.0,25.0,909
1,4.0,135.0,94.0,1.0,97.0,44.0,111.0,44.0,98.0,8.0,910
0,106.0,361.0,312.0,640.0,166.0,99.0,351.0,88.0,23.0,0.0,911
1,0.0,47.0,24.0,0.0,25.0,24.0,34.0,25.0,3.0,4.0,912
1,5.0,8.0,23.0,0.0,13.0,21.0,36.0,38.0,0.0,21.0,913
0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914
1,21.0,106.0,135.0,62.0,44.0,11.0,87.0,63.0,9.0,0.0,915
1,6.0,16.0,102.0,83.0,0.0,109.0,119.0,46.0,32.0,0.0,916
0,7.0,39.0,47.0,58.0,14.0,50.0,61.0,0.0,0.0,0.0,917
0,98.0,148.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918
1,0.0,25.0,195.0,95.0,24.0,136.0,47.0,102.0,153.0,0.0,919
0,14.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920
0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921
0,0.0,42.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,922
0,1.0,30.0,47.0,33.0,47.0,1.0,28.0,0.0,1.0,0.0,923
1,31.0,158.0,76.0,27.0,13.0,33.0,48.0,62.0,15.0,62.0,924
1,105.0,526.0,459.0,150.0,241.0,291.0,612.0,847.0,432.0,0.0,925
1,3.0,60.0,15.0,48.0,32.0,0.0,46.0,22.0,3.0,0.0,926
0,73.0,428.0,108.0,52.0,39.0,25.0,0.0,0.0,0.0,0.0,927
0,0.0,25.0,3.0,34.0,47.0,30.0,24.0,21.0,1.0,0.0,928
1,20.0,51.0,79.0,5.0,184.0,108.0,45.0,129.0,17.0,1.0,929
0,2.0,42.0,30.0,0.0,15.0,13.0,12.0,0.0,0.0,0.0,930
1,64.0,140.0,237.0,32.0,129.0,39.0,59.0,92.0,27.0,33.0,931
0,32.0,54.0,58.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,932
1,0.0,190.0,106.0,15.0,9.0,28.0,20.0,20.0,9.0,0.0,933
1,0.0,10.0,29.0,20.0,24.0,33.0,8.0,16.0,6.0,0.0,934
0,0.0,212.0,109.0,64.0,79.0,55.0,65.0,22.0,85.0,0.0,935
1,0.0,2.0,21.0,0.0,29.0,0.0,0.0,33.0,3.0,0.0,936
0,57.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937
1,13.0,144.0,115.0,6.0,51.0,26.0,28.0,37.0,36.0,15.0,938
1,37.0,238.0,256.0,67.0,91.0,64.0,58.0,103.0,46.0,0.0,939
1,0.0,231.0,132.0,61.0,318.0,127.0,7.0,14.0,237.0,3.0,940
1,2.0,231.0,189.0,116.0,228.0,164.0,159.0,78.0,72.0,0.0,941
0,0.0,164.0,190.0,47.0,78.0,0.0,0.0,0.0,0.0,0.0,942
1,0.0,112.0,53.0,22.0,73.0,108.0,36.0,116.0,0.0,0.0,943
1,21.0,86.0,20.0,24.0,14.0,23.0,27.0,11.0,0.0,0.0,944
1,116.0,110.0,142.0,69.0,75.0,118.0,147.0,115.0,117.0,0.0,945
1,46.0,27.0,109.0,15.0,152.0,137.0,30.0,27.0,133.0,2.0,946
1,28.0,95.0,71.0,51.0,28.0,40.0,56.0,6.0,0.0,0.0,947
0,26.0,11.0,14.0,32.0,0.0,40.0,0.0,0.0,0.0,0.0,948
0,12.0,29.0,43.0,44.0,14.0,24.0,25.0,8.0,0.0,0.0,949
0,0.0,36.0,42.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,950
1,12.0,4.0,84.0,44.0,42.0,57.0,42.0,22.0,89.0,0.0,951
1,70.0,82.0,54.0,6.0,41.0,48.0,0.0,22.0,0.0,7.0,952
0,38.0,45.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953
0,16.0,5.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,954
1,43.0,162.0,183.0,101.0,119.0,137.0,78.0,104.0,76.0,1.0,955
1,30.0,22.0,36.0,30.0,67.0,152.0,77.0,54.0,40.0,7.0,956
1,0.0,16.0,84.0,5.0,20.0,43.0,69.0,2.0,11.0,8.0,957
0,1.0,6.0,54.0,13.0,16.0,25.0,38.0,6.0,0.0,0.0,958
1,49.0,149.0,41.0,73.0,45.0,33.0,46.0,36.0,15.0,3.0,959
1,0.0,182.0,178.0,53.0,58.0,229.0,55.0,115.0,210.0,0.0,960
1,58.0,133.0,81.0,20.0,87.0,47.0,49.0,29.0,57.0,0.0,961
1,0.0,0.0,0.0,0.0,2.0,17.0,35.0,46.0,9.0,29.0,962
1,159.0,525.0,628.0,453.0,527.0,515.0,265.0,291.0,140.0,0.0,963
1,52.0,27.0,347.0,69.0,256.0,330.0,64.0,86.0,532.0,0.0,964
1,1.0,4.0,0.0,10.0,17.0,2.0,40.0,43.0,29.0,0.0,965
0,0.0,112.0,93.0,93.0,0.0,75.0,0.0,0.0,0.0,0.0,966
0,0.0,30.0,23.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,967
1,52.0,541.0,440.0,402.0,494.0,462.0,631.0,804.0,516.0,0.0,968
0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969
0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970
1,42.0,278.0,248.0,71.0,77.0,27.0,72.0,57.0,16.0,0.0,971
1,57.0,177.0,107.0,298.0,288.0,111.0,254.0,39.0,172.0,0.0,972
1,14.0,226.0,199.0,90.0,29.0,81.0,22.0,57.0,64.0,0.0,973
0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974
1,42.0,228.0,269.0,2.0,346.0,137.0,179.0,532.0,841.0,6.0,975
0,25.0,209.0,201.0,31.0,193.0,80.0,113.0,166.0,28.0,0.0,976
1,11.0,44.0,35.0,59.0,17.0,0.0,46.0,25.0,16.0,0.0,977
0,164.0,59.0,170.0,38.0,246.0,106.0,148.0,146.0,76.0,0.0,978
1,16.0,144.0,61.0,84.0,111.0,163.0,40.0,67.0,143.0,0.0,979
1,20.0,85.0,89.0,29.0,139.0,30.0,54.0,250.0,2.0,1.0,980
0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981
1,20.0,194.0,123.0,127.0,46.0,103.0,73.0,61.0,16.0,36.0,982
1,0.0,4.0,20.0,17.0,16.0,28.0,0.0,0.0,0.0,0.0,983
1,0.0,295.0,156.0,129.0,55.0,63.0,58.0,36.0,330.0,78.0,984
1,37.0,76.0,15.0,15.0,35.0,8.0,34.0,7.0,106.0,0.0,985
0,0.0,353.0,200.0,53.0,73.0,51.0,8.0,0.0,0.0,0.0,986
1,0.0,140.0,138.0,2.0,55.0,99.0,68.0,152.0,72.0,0.0,987
1,46.0,84.0,59.0,41.0,21.0,55.0,93.0,30.0,51.0,0.0,988
1,64.0,70.0,428.0,38.0,37.0,96.0,74.0,87.0,161.0,0.0,989
1,54.0,348.0,127.0,177.0,202.0,157.0,93.0,107.0,106.0,20.0,990
1,69.0,221.0,64.0,153.0,94.0,102.0,87.0,66.0,52.0,0.0,991
1,5.0,185.0,320.0,151.0,305.0,307.0,37.0,251.0,191.0,0.0,992
0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993
1,5.0,147.0,32.0,39.0,1.0,7.0,7.0,9.0,18.0,0.0,994
1,2.0,16.0,42.0,52.0,27.0,63.0,5.0,35.0,0.0,0.0,995
0,13.0,116.0,111.0,89.0,267.0,445.0,158.0,205.0,6.0,0.0,996
0,41.0,80.0,57.0,8.0,11.0,3.0,0.0,0.0,0.0,0.0,997
1,3.0,199.0,97.0,8.0,68.0,16.0,102.0,45.0,28.0,18.0,998
1,33.0,45.0,95.0,93.0,55.0,188.0,114.0,122.0,67.0,0.0,999
1,86.0,200.0,296.0,322.0,203.0,111.0,61.0,56.0,92.0,30.0,1000
1,44.0,316.0,185.0,223.0,205.0,237.0,187.0,141.0,196.0,0.0,1001
1,50.0,282.0,186.0,121.0,133.0,71.0,146.0,88.0,27.0,0.0,1002
0,0.0,12.0,58.0,22.0,97.0,35.0,70.0,63.0,64.0,1.0,1003
1,0.0,1.0,136.0,80.0,108.0,117.0,67.0,53.0,52.0,14.0,1004
1,23.0,12.0,0.0,0.0,0.0,108.0,0.0,87.0,231.0,1.0,1005
1,30.0,111.0,78.0,10.0,45.0,49.0,25.0,46.0,12.0,30.0,1006
1,206.0,711.0,534.0,300.0,282.0,140.0,91.0,132.0,101.0,0.0,1007
1,91.0,262.0,57.0,0.0,33.0,19.0,42.0,20.0,13.0,9.0,1008
1,0.0,70.0,89.0,46.0,61.0,44.0,6.0,53.0,7.0,0.0,1009
0,55.0,183.0,96.0,29.0,19.0,14.0,20.0,1.0,0.0,0.0,1010
1,50.0,139.0,93.0,119.0,118.0,89.0,94.0,139.0,27.0,0.0,1011
0,0.0,7.0,28.0,0.0,16.0,14.0,68.0,25.0,33.0,0.0,1012
0,8.0,37.0,4.0,0.0,16.0,42.0,31.0,9.0,28.0,0.0,1013
0,9.0,160.0,206.0,157.0,132.0,136.0,20.0,0.0,0.0,0.0,1014
1,15.0,97.0,80.0,73.0,102.0,19.0,88.0,57.0,22.0,0.0,1015
1,9.0,112.0,128.0,16.0,122.0,41.0,26.0,70.0,95.0,94.0,1016
1,19.0,1.0,0.0,12.0,5.0,15.0,9.0,7.0,24.0,6.0,1017
1,28.0,29.0,45.0,27.0,35.0,67.0,51.0,62.0,44.0,0.0,1018
1,152.0,1129.0,572.0,254.0,153.0,104.0,116.0,530.0,149.0,0.0,1019
1,0.0,32.0,40.0,24.0,23.0,5.0,28.0,18.0,0.0,0.0,1020
1,81.0,166.0,126.0,154.0,219.0,60.0,53.0,207.0,131.0,0.0,1021
0,88.0,1350.0,1077.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,1022
1,0.0,85.0,143.0,53.0,206.0,117.0,92.0,101.0,172.0,39.0,1023
1,5.0,76.0,76.0,56.0,32.0,34.0,56.0,38.0,5.0,5.0,1024
1,16.0,96.0,96.0,10.0,178.0,190.0,35.0,152.0,226.0,0.0,1025
1,45.0,53.0,343.0,42.0,7.0,109.0,45.0,69.0,31.0,0.0,1026
1,79.0,36.0,654.0,236.0,238.0,135.0,178.0,309.0,132.0,0.0,1027
0,2.0,21.0,16.0,13.0,20.0,24.0,18.0,28.0,0.0,0.0,1028
1,0.0,89.0,24.0,0.0,24.0,21.0,63.0,10.0,10.0,1.0,1029
1,58.0,223.0,674.0,273.0,267.0,97.0,115.0,39.0,6.0,0.0,1030
1,6.0,86.0,49.0,19.0,0.0,15.0,52.0,25.0,22.0,0.0,1031
1,0.0,573.0,516.0,286.0,192.0,165.0,185.0,254.0,292.0,0.0,1032
1,0.0,87.0,41.0,30.0,45.0,8.0,41.0,68.0,14.0,0.0,1033
1,36.0,242.0,133.0,78.0,316.0,119.0,54.0,141.0,61.0,6.0,1034
0,2.0,39.0,100.0,90.0,0.0,15.0,0.0,0.0,0.0,0.0,1035
1,42.0,38.0,45.0,16.0,33.0,12.0,18.0,33.0,125.0,0.0,1036
0,150.0,181.0,107.0,49.0,87.0,30.0,51.0,27.0,111.0,7.0,1037
1,23.0,178.0,123.0,55.0,87.0,31.0,54.0,71.0,15.0,0.0,1038
0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039
1,53.0,113.0,51.0,12.0,29.0,16.0,27.0,57.0,17.0,0.0,1040
0,10.0,30.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041
1,54.0,216.0,262.0,98.0,91.0,112.0,105.0,111.0,58.0,6.0,1042
1,73.0,136.0,169.0,44.0,373.0,76.0,23.0,118.0,32.0,0.0,1043
1,20.0,69.0,118.0,45.0,23.0,44.0,0.0,127.0,2.0,0.0,1044
0,54.0,91.0,8.0,3.0,17.0,58.0,2.0,0.0,0.0,0.0,1045
1,0.0,110.0,48.0,34.0,30.0,34.0,104.0,60.0,9.0,0.0,1046
1,33.0,138.0,79.0,72.0,36.0,31.0,20.0,45.0,122.0,0.0,1047
1,49.0,366.0,68.0,311.0,95.0,118.0,106.0,217.0,104.0,17.0,1048
1,55.0,340.0,333.0,423.0,264.0,453.0,426.0,530.0,889.0,0.0,1049
0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050
0,0.0,27.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1051
0,1.0,3.0,45.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,1052
1,0.0,151.0,198.0,78.0,21.0,48.0,37.0,122.0,94.0,13.0,1053
1,115.0,146.0,37.0,17.0,0.0,22.0,45.0,13.0,17.0,0.0,1054
1,84.0,239.0,238.0,238.0,99.0,321.0,165.0,83.0,28.0,0.0,1055
1,5.0,63.0,206.0,57.0,239.0,219.0,153.0,257.0,250.0,4.0,1056
1,1.0,73.0,37.0,34.0,41.0,22.0,3.0,37.0,3.0,0.0,1057
1,7.0,132.0,165.0,31.0,54.0,46.0,40.0,62.0,22.0,0.0,1058
1,23.0,234.0,95.0,144.0,60.0,89.0,5.0,44.0,109.0,0.0,1059
1,22.0,237.0,167.0,175.0,250.0,383.0,174.0,534.0,354.0,8.0,1060
1,131.0,347.0,180.0,159.0,199.0,217.0,36.0,181.0,155.0,10.0,1061
0,0.0,56.0,45.0,20.0,51.0,10.0,27.0,26.0,28.0,1.0,1062
1,953.0,731.0,63.0,13.0,111.0,16.0,52.0,5.0,15.0,15.0,1063
1,151.0,79.0,315.0,44.0,89.0,206.0,133.0,117.0,41.0,0.0,1064
1,48.0,157.0,239.0,206.0,140.0,138.0,17.0,19.0,121.0,14.0,1065
1,20.0,219.0,114.0,82.0,71.0,87.0,76.0,1.0,26.0,0.0,1066
1,0.0,38.0,51.0,0.0,27.0,52.0,21.0,30.0,10.0,3.0,1067
1,9.0,216.0,249.0,266.0,395.0,232.0,132.0,83.0,155.0,39.0,1068
1,63.0,105.0,81.0,33.0,10.0,36.0,35.0,20.0,38.0,0.0,1069
1,1.0,239.0,147.0,45.0,105.0,35.0,158.0,69.0,126.0,8.0,1070
1,25.0,130.0,45.0,60.0,22.0,43.0,0.0,17.0,52.0,0.0,1071
1,24.0,179.0,136.0,65.0,53.0,11.0,101.0,50.0,81.0,0.0,1072
1,79.0,193.0,189.0,100.0,409.0,496.0,270.0,220.0,580.0,0.0,1073
1,33.0,450.0,216.0,82.0,375.0,440.0,401.0,230.0,70.0,8.0,1074
1,0.0,48.0,37.0,1.0,28.0,0.0,65.0,27.0,0.0,41.0,1075
1,70.0,453.0,312.0,218.0,63.0,23.0,124.0,106.0,34.0,9.0,1076
0,1.0,3.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1077
1,80.0,714.0,1061.0,1506.0,1513.0,618.0,740.0,596.0,542.0,441.0,1078
0,51.0,194.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079
0,8.0,105.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080
1,0.0,126.0,23.0,0.0,44.0,52.0,5.0,80.0,18.0,0.0,1081
1,53.0,239.0,131.0,18.0,70.0,42.0,88.0,49.0,43.0,22.0,1082
0,29.0,106.0,115.0,36.0,115.0,16.0,37.0,0.0,11.0,3.0,1083
1,62.0,142.0,108.0,18.0,0.0,35.0,20.0,4.0,13.0,0.0,1084
1,32.0,186.0,139.0,178.0,106.0,96.0,15.0,68.0,43.0,0.0,1085
0,8.0,103.0,41.0,36.0,21.0,0.0,42.0,20.0,7.0,0.0,1086
0,94.0,19.0,195.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,1087
1,15.0,36.0,70.0,66.0,16.0,4.0,8.0,39.0,8.0,0.0,1088
0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089
0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090
1,54.0,102.0,95.0,91.0,38.0,79.0,0.0,158.0,31.0,0.0,1091
1,85.0,322.0,133.0,68.0,62.0,212.0,140.0,152.0,1590.0,0.0,1092
1,10.0,310.0,574.0,42.0,113.0,103.0,3.0,59.0,62.0,0.0,1093
1,150.0,1145.0,1006.0,157.0,446.0,482.0,857.0,325.0,294.0,373.0,1094
1,100.0,152.0,129.0,9.0,231.0,42.0,70.0,132.0,63.0,0.0,1095
1,106.0,110.0,69.0,56.0,24.0,3.0,25.0,33.0,55.0,12.0,1096
1,19.0,120.0,163.0,53.0,79.0,189.0,168.0,74.0,44.0,22.0,1097
1,71.0,67.0,203.0,150.0,75.0,94.0,96.0,54.0,16.0,0.0,1098
1,38.0,18.0,34.0,3.0,82.0,36.0,20.0,0.0,54.0,0.0,1099
0,3.0,43.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
0,4.0,37.0,58.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1101
1,1.0,78.0,120.0,0.0,36.0,55.0,40.0,0.0,68.0,149.0,1102
1,114.0,201.0,74.0,223.0,166.0,162.0,71.0,113.0,229.0,0.0,1103
1,0.0,38.0,54.0,24.0,107.0,42.0,112.0,194.0,270.0,0.0,1104
1,4.0,129.0,119.0,71.0,19.0,40.0,19.0,97.0,0.0,0.0,1105
1,164.0,387.0,355.0,282.0,289.0,291.0,268.0,331.0,155.0,0.0,1106
1,16.0,86.0,98.0,36.0,8.0,19.0,39.0,46.0,8.0,0.0,1107
1,1.0,117.0,132.0,128.0,308.0,81.0,234.0,125.0,94.0,3.0,1108
1,163.0,280.0,104.0,306.0,141.0,184.0,103.0,72.0,126.0,1.0,1109
0,27.0,121.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110
1,464.0,771.0,592.0,597.0,757.0,820.0,784.0,531.0,756.0,5.0,1111
0,22.0,45.0,53.0,56.0,24.0,6.0,0.0,20.0,0.0,0.0,1112
1,43.0,219.0,207.0,75.0,82.0,129.0,67.0,150.0,18.0,0.0,1113
1,116.0,181.0,25.0,39.0,71.0,56.0,30.0,30.0,3.0,0.0,1114
1,13.0,51.0,14.0,10.0,60.0,56.0,26.0,58.0,141.0,0.0,1115
1,0.0,72.0,164.0,50.0,174.0,242.0,37.0,62.0,115.0,1.0,1116
1,36.0,229.0,97.0,35.0,179.0,112.0,57.0,126.0,85.0,5.0,1117
1,22.0,171.0,145.0,56.0,49.0,45.0,48.0,29.0,42.0,0.0,1118
1,0.0,188.0,111.0,76.0,25.0,10.0,37.0,13.0,8.0,1.0,1119
1,152.0,371.0,134.0,73.0,197.0,67.0,90.0,27.0,35.0,0.0,1120
1,26.0,135.0,173.0,77.0,114.0,36.0,221.0,33.0,116.0,59.0,1121
1,108.0,174.0,43.0,57.0,0.0,20.0,28.0,0.0,1.0,0.0,1122
1,44.0,85.0,87.0,61.0,81.0,49.0,72.0,0.0,22.0,0.0,1123
1,0.0,28.0,17.0,0.0,48.0,7.0,4.0,4.0,34.0,0.0,1124
1,505.0,1684.0,1178.0,428.0,590.0,630.0,817.0,480.0,351.0,0.0,1125
1,29.0,53.0,162.0,78.0,109.0,106.0,34.0,68.0,36.0,0.0,1126
1,12.0,28.0,92.0,43.0,45.0,38.0,61.0,9.0,13.0,0.0,1127
1,0.0,12.0,8.0,11.0,74.0,65.0,26.0,66.0,23.0,1.0,1128
0,6.0,64.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129
1,0.0,67.0,124.0,36.0,50.0,93.0,166.0,87.0,115.0,1.0,1130
1,23.0,283.0,103.0,206.0,118.0,164.0,39.0,280.0,42.0,0.0,1131
1,36.0,55.0,112.0,107.0,87.0,68.0,53.0,29.0,13.0,0.0,1132
0,10.0,59.0,18.0,0.0,34.0,25.0,46.0,17.0,13.0,21.0,1133
1,14.0,130.0,73.0,23.0,0.0,36.0,42.0,38.0,38.0,72.0,1134
1,16.0,271.0,81.0,13.0,146.0,63.0,137.0,76.0,0.0,0.0,1135
1,0.0,83.0,33.0,24.0,15.0,0.0,39.0,23.0,4.0,0.0,1136
1,0.0,1258.0,582.0,551.0,496.0,492.0,639.0,293.0,230.0,71.0,1137
1,44.0,29.0,108.0,49.0,92.0,35.0,128.0,93.0,55.0,15.0,1138
1,3.0,28.0,24.0,32.0,32.0,55.0,67.0,34.0,21.0,6.0,1139
1,3.0,0.0,23.0,45.0,19.0,69.0,66.0,94.0,29.0,21.0,1140
0,3.0,150.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1141
1,0.0,167.0,358.0,83.0,176.0,283.0,161.0,151.0,1010.0,5.0,1142
1,6.0,35.0,46.0,33.0,70.0,44.0,39.0,48.0,6.0,0.0,1143
1,21.0,287.0,310.0,161.0,214.0,225.0,121.0,184.0,114.0,0.0,1144
0,5.0,13.0,42.0,1.0,14.0,18.0,21.0,31.0,12.0,9.0,1145
1,15.0,138.0,260.0,58.0,224.0,306.0,125.0,201.0,214.0,0.0,1146
0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147
1,0.0,193.0,254.0,96.0,306.0,201.0,215.0,183.0,195.0,0.0,1148
1,26.0,163.0,81.0,5.0,83.0,38.0,61.0,70.0,24.0,0.0,1149
1,0.0,393.0,217.0,240.0,307.0,144.0,182.0,216.0,128.0,0.0,1150
0,6.0,110.0,95.0,71.0,21.0,25.0,23.0,0.0,0.0,0.0,1151
0,69.0,16.0,14.0,14.0,39.0,118.0,97.0,41.0,85.0,1.0,1152
1,42.0,180.0,76.0,54.0,25.0,12.0,39.0,1.0,10.0,0.0,1153
1,96.0,136.0,100.0,60.0,171.0,271.0,283.0,91.0,60.0,1.0,1154
0,22.0,368.0,162.0,70.0,479.0,229.0,81.0,20.0,0.0,0.0,1155
1,101.0,148.0,81.0,96.0,54.0,90.0,51.0,35.0,10.0,0.0,1156
1,12.0,36.0,69.0,75.0,68.0,64.0,187.0,4.0,26.0,0.0,1157
0,40.0,61.0,113.0,19.0,55.0,3.0,20.0,3.0,0.0,0.0,1158
0,19.0,53.0,41.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1159
1,104.0,257.0,135.0,53.0,102.0,88.0,55.0,63.0,117.0,250.0,1160
1,0.0,72.0,19.0,16.0,13.0,25.0,178.0,15.0,22.0,0.0,1161
0,17.0,17.0,49.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,1162
0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163
1,13.0,26.0,60.0,28.0,18.0,21.0,19.0,34.0,33.0,0.0,1164
0,15.0,79.0,72.0,82.0,56.0,37.0,0.0,0.0,1.0,0.0,1165
1,21.0,124.0,65.0,145.0,104.0,114.0,17.0,66.0,118.0,0.0,1166
1,0.0,143.0,88.0,71.0,87.0,63.0,153.0,66.0,29.0,9.0,1167
0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168
1,56.0,175.0,300.0,117.0,229.0,100.0,50.0,56.0,4.0,20.0,1169
1,39.0,81.0,121.0,46.0,64.0,103.0,45.0,103.0,37.0,0.0,1170
0,182.0,668.0,243.0,155.0,96.0,137.0,43.0,14.0,36.0,0.0,1171
0,1.0,57.0,25.0,17.0,0.0,20.0,30.0,48.0,0.0,0.0,1172
1,18.0,39.0,35.0,46.0,34.0,4.0,29.0,19.0,6.0,0.0,1173
1,39.0,191.0,151.0,86.0,62.0,71.0,25.0,96.0,37.0,0.0,1174
0,17.0,76.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1175
0,7.0,211.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176
1,159.0,215.0,175.0,76.0,87.0,118.0,119.0,164.0,15.0,60.0,1177
1,73.0,79.0,127.0,233.0,57.0,73.0,128.0,21.0,69.0,0.0,1178
0,0.0,50.0,30.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,1179
0,1.0,23.0,23.0,42.0,49.0,29.0,10.0,42.0,15.0,0.0,1180
1,227.0,420.0,132.0,87.0,266.0,46.0,74.0,53.0,106.0,66.0,1181
1,574.0,154.0,79.0,93.0,38.0,99.0,19.0,43.0,1.0,0.0,1182
0,20.0,67.0,108.0,103.0,11.0,0.0,0.0,0.0,1.0,0.0,1183
0,12.0,0.0,16.0,13.0,21.0,6.0,7.0,0.0,0.0,0.0,1184
1,523.0,2238.0,1082.0,565.0,1798.0,1197.0,2126.0,1365.0,1171.0,173.0,1185
1,5.0,39.0,72.0,18.0,359.0,253.0,416.0,79.0,14.0,0.0,1186
1,15.0,11.0,37.0,56.0,21.0,42.0,8.0,42.0,2.0,0.0,1187
0,0.0,49.0,51.0,29.0,14.0,4.0,202.0,22.0,2.0,0.0,1188
