"final_result","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","id1"
1,0.0,0.0,0.0,33.0,46.0,79.0,26.0,12.0,14.0,14.0,48.0,0.0,6.0,32.0,158.0,9.0,10.0,152.0,8.0,80.0,14.0,79.0,22.0,152.0,1.0,8.0,6.0,22.0,31.0,6.0,0.0,21.0,13.0,47.0,13.0,6.0,0.0,0.0,0.0,0.0,899
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900
1,133.0,77.0,15.0,1.0,18.0,23.0,76.0,17.0,21.0,17.0,14.0,17.0,26.0,53.0,19.0,20.0,24.0,29.0,83.0,12.0,36.0,20.0,19.0,96.0,18.0,10.0,14.0,5.0,27.0,25.0,3.0,5.0,30.0,0.0,13.0,528.0,11.0,0.0,0.0,0.0,901
1,45.0,74.0,0.0,4.0,39.0,73.0,32.0,92.0,12.0,0.0,0.0,0.0,0.0,11.0,106.0,181.0,44.0,1.0,24.0,0.0,145.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,6.0,0.0,0.0,0.0,18.0,99.0,0.0,0.0,0.0,0.0,0.0,902
1,0.0,71.0,16.0,0.0,28.0,24.0,11.0,52.0,8.0,25.0,13.0,0.0,0.0,19.0,1.0,0.0,53.0,8.0,5.0,0.0,0.0,17.0,0.0,23.0,8.0,0.0,22.0,4.0,9.0,0.0,22.0,0.0,24.0,39.0,9.0,0.0,0.0,0.0,0.0,0.0,903
0,14.0,1.0,34.0,15.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,904
1,58.0,50.0,64.0,66.0,46.0,88.0,19.0,25.0,37.0,16.0,0.0,0.0,2.0,35.0,18.0,207.0,42.0,73.0,21.0,30.0,61.0,12.0,2.0,73.0,0.0,0.0,1.0,67.0,28.0,1.0,4.0,52.0,0.0,3.0,89.0,0.0,0.0,2.0,0.0,0.0,905
0,55.0,43.0,35.0,7.0,2.0,4.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,17.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906
1,10.0,12.0,10.0,25.0,12.0,58.0,77.0,35.0,7.0,40.0,0.0,11.0,0.0,2.0,33.0,56.0,5.0,0.0,5.0,34.0,4.0,40.0,11.0,42.0,72.0,18.0,0.0,0.0,34.0,18.0,63.0,85.0,12.0,18.0,14.0,34.0,6.0,0.0,0.0,0.0,907
1,16.0,18.0,43.0,31.0,13.0,3.0,26.0,72.0,56.0,6.0,0.0,0.0,0.0,15.0,7.0,9.0,7.0,0.0,13.0,8.0,8.0,0.0,0.0,23.0,5.0,7.0,0.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,908
1,8.0,43.0,31.0,159.0,19.0,6.0,49.0,44.0,19.0,13.0,25.0,5.0,12.0,119.0,44.0,7.0,0.0,24.0,50.0,12.0,4.0,4.0,4.0,0.0,29.0,10.0,16.0,2.0,0.0,15.0,46.0,0.0,17.0,14.0,8.0,4.0,21.0,0.0,0.0,0.0,909
1,4.0,6.0,45.0,76.0,8.0,1.0,25.0,11.0,57.0,0.0,0.0,0.0,1.0,0.0,53.0,40.0,0.0,4.0,3.0,28.0,0.0,13.0,0.0,58.0,53.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,35.0,47.0,24.0,0.0,0.0,0.0,0.0,910
0,106.0,167.0,139.0,6.0,43.0,74.0,136.0,81.0,11.0,22.0,87.0,55.0,331.0,161.0,8.0,6.0,0.0,152.0,23.0,0.0,0.0,56.0,240.0,45.0,24.0,54.0,39.0,5.0,44.0,0.0,8.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,911
1,0.0,11.0,30.0,4.0,0.0,2.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,1.0,20.0,2.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,912
1,5.0,8.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,913
0,0.0,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914
1,21.0,52.0,17.0,0.0,37.0,0.0,57.0,62.0,0.0,16.0,0.0,2.0,0.0,60.0,12.0,9.0,0.0,23.0,1.0,8.0,2.0,0.0,0.0,58.0,20.0,9.0,0.0,60.0,1.0,0.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,915
1,6.0,0.0,1.0,14.0,1.0,0.0,1.0,101.0,0.0,0.0,0.0,0.0,3.0,80.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,12.0,107.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,1.0,5.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,916
0,7.0,8.0,4.0,27.0,0.0,5.0,5.0,21.0,16.0,0.0,0.0,13.0,5.0,40.0,0.0,0.0,14.0,0.0,50.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917
0,98.0,113.0,7.0,28.0,0.0,0.0,34.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918
1,0.0,0.0,24.0,1.0,0.0,123.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,23.0,0.0,0.0,0.0,130.0,0.0,42.0,11.0,0.0,0.0,0.0,0.0,84.0,18.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,919
0,14.0,0.0,2.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920
0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921
0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922
0,1.0,0.0,30.0,0.0,0.0,0.0,26.0,21.0,0.0,0.0,1.0,20.0,12.0,0.0,0.0,29.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,923
1,31.0,31.0,21.0,89.0,10.0,8.0,37.0,15.0,22.0,1.0,0.0,4.0,0.0,23.0,11.0,0.0,1.0,0.0,14.0,19.0,1.0,0.0,1.0,1.0,45.0,1.0,0.0,1.0,9.0,0.0,52.0,0.0,0.0,0.0,8.0,39.0,14.0,0.0,16.0,0.0,924
1,105.0,177.0,153.0,99.0,86.0,265.0,53.0,23.0,85.0,56.0,8.0,75.0,18.0,37.0,27.0,78.0,68.0,49.0,74.0,79.0,80.0,39.0,79.0,138.0,180.0,106.0,166.0,221.0,218.0,204.0,185.0,94.0,145.0,122.0,61.0,10.0,0.0,0.0,0.0,0.0,925
1,3.0,3.0,10.0,47.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,33.0,5.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,31.0,3.0,12.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926
0,73.0,53.0,61.0,134.0,147.0,61.0,1.0,17.0,52.0,15.0,3.0,0.0,25.0,19.0,22.0,17.0,0.0,0.0,8.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927
0,0.0,0.0,3.0,5.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,34.0,0.0,0.0,31.0,9.0,0.0,7.0,11.0,0.0,0.0,19.0,21.0,0.0,0.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,928
1,20.0,29.0,0.0,22.0,0.0,9.0,6.0,59.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,171.0,3.0,9.0,53.0,4.0,1.0,41.0,45.0,0.0,0.0,0.0,23.0,0.0,106.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,929
0,2.0,1.0,7.0,12.0,22.0,8.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930
1,64.0,28.0,35.0,27.0,22.0,46.0,75.0,78.0,34.0,36.0,0.0,21.0,0.0,30.0,40.0,21.0,23.0,0.0,22.0,26.0,1.0,12.0,0.0,18.0,37.0,0.0,4.0,9.0,0.0,16.0,67.0,17.0,1.0,9.0,0.0,13.0,12.0,5.0,3.0,0.0,931
0,32.0,18.0,0.0,27.0,3.0,35.0,5.0,23.0,1.0,0.0,0.0,5.0,0.0,6.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932
1,0.0,23.0,58.0,68.0,38.0,7.0,24.0,0.0,64.0,14.0,0.0,0.0,1.0,14.0,3.0,4.0,2.0,0.0,22.0,1.0,4.0,1.0,0.0,19.0,0.0,1.0,0.0,18.0,0.0,2.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,933
1,0.0,0.0,8.0,1.0,1.0,0.0,4.0,19.0,0.0,6.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,15.0,0.0,21.0,0.0,2.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934
0,0.0,93.0,19.0,25.0,71.0,30.0,22.0,10.0,36.0,15.0,22.0,37.0,0.0,5.0,2.0,19.0,46.0,12.0,16.0,7.0,0.0,28.0,12.0,41.0,0.0,3.0,13.0,22.0,0.0,0.0,0.0,77.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935
1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936
0,57.0,10.0,66.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937
1,13.0,10.0,21.0,28.0,56.0,47.0,54.0,35.0,8.0,0.0,0.0,4.0,2.0,0.0,30.0,4.0,12.0,5.0,4.0,21.0,0.0,0.0,1.0,1.0,26.0,1.0,0.0,4.0,2.0,4.0,27.0,9.0,0.0,7.0,1.0,19.0,10.0,0.0,5.0,0.0,938
1,37.0,95.0,39.0,76.0,28.0,29.0,55.0,117.0,37.0,28.0,11.0,0.0,5.0,41.0,26.0,26.0,7.0,32.0,25.0,18.0,18.0,3.0,0.0,39.0,8.0,1.0,10.0,45.0,38.0,17.0,3.0,10.0,0.0,20.0,11.0,5.0,0.0,0.0,0.0,0.0,939
1,0.0,74.0,134.0,10.0,13.0,1.0,59.0,3.0,61.0,8.0,0.0,55.0,0.0,6.0,138.0,149.0,26.0,5.0,1.0,2.0,49.0,64.0,12.0,5.0,0.0,1.0,0.0,1.0,1.0,10.0,2.0,45.0,9.0,42.0,141.0,1.0,2.0,0.0,0.0,0.0,940
1,2.0,48.0,9.0,25.0,110.0,93.0,40.0,66.0,27.0,2.0,35.0,23.0,49.0,11.0,84.0,46.0,40.0,56.0,12.0,54.0,44.0,0.0,150.0,3.0,9.0,51.0,0.0,41.0,0.0,9.0,28.0,28.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,941
0,0.0,7.0,131.0,26.0,0.0,13.0,154.0,0.0,23.0,0.0,0.0,0.0,47.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942
1,0.0,87.0,0.0,22.0,0.0,3.0,38.0,0.0,15.0,0.0,12.0,0.0,0.0,10.0,0.0,58.0,15.0,0.0,0.0,0.0,0.0,80.0,45.0,11.0,0.0,8.0,0.0,89.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943
1,21.0,40.0,18.0,13.0,5.0,10.0,20.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,1.0,13.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944
1,116.0,0.0,31.0,45.0,34.0,49.0,74.0,6.0,3.0,10.0,15.0,19.0,14.0,21.0,20.0,14.0,0.0,41.0,45.0,45.0,28.0,0.0,0.0,31.0,55.0,33.0,28.0,61.0,28.0,12.0,14.0,7.0,7.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,945
1,46.0,16.0,10.0,1.0,0.0,0.0,28.0,71.0,7.0,3.0,0.0,0.0,0.0,15.0,27.0,6.0,119.0,0.0,10.0,42.0,58.0,27.0,0.0,10.0,20.0,0.0,0.0,2.0,19.0,6.0,0.0,0.0,0.0,7.0,125.0,1.0,2.0,0.0,0.0,0.0,946
1,28.0,15.0,12.0,11.0,36.0,22.0,34.0,18.0,14.0,4.0,37.0,0.0,14.0,1.0,6.0,3.0,13.0,5.0,4.0,8.0,9.0,4.0,15.0,28.0,24.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947
0,26.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948
0,12.0,4.0,0.0,11.0,14.0,4.0,1.0,1.0,34.0,3.0,3.0,12.0,6.0,23.0,7.0,0.0,3.0,4.0,21.0,0.0,2.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949
0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,30.0,12.0,0.0,0.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950
1,12.0,4.0,0.0,0.0,0.0,0.0,0.0,78.0,6.0,0.0,2.0,0.0,0.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,6.0,51.0,0.0,0.0,39.0,3.0,0.0,0.0,22.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951
1,70.0,63.0,15.0,0.0,4.0,2.0,8.0,38.0,2.0,10.0,0.0,0.0,0.0,0.0,31.0,5.0,3.0,2.0,1.0,14.0,0.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,952
0,38.0,30.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953
0,16.0,0.0,0.0,5.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954
1,43.0,0.0,128.0,28.0,6.0,53.0,17.0,33.0,26.0,54.0,0.0,0.0,38.0,63.0,18.0,13.0,49.0,39.0,1.0,27.0,3.0,20.0,86.0,27.0,32.0,2.0,17.0,0.0,4.0,89.0,11.0,0.0,0.0,40.0,11.0,26.0,0.0,0.0,0.0,0.0,955
1,30.0,5.0,17.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,0.0,0.0,30.0,38.0,0.0,26.0,0.0,4.0,57.0,69.0,25.0,77.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,12.0,0.0,0.0,0.0,40.0,0.0,0.0,7.0,0.0,0.0,956
1,0.0,0.0,16.0,0.0,0.0,19.0,2.0,43.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,32.0,8.0,13.0,0.0,4.0,0.0,65.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,1.0,957
0,1.0,0.0,6.0,0.0,0.0,3.0,27.0,16.0,0.0,8.0,11.0,0.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958
1,49.0,47.0,22.0,44.0,12.0,35.0,3.0,7.0,16.0,42.0,7.0,28.0,0.0,0.0,10.0,7.0,27.0,1.0,1.0,30.0,1.0,1.0,3.0,15.0,28.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,959
1,0.0,38.0,114.0,7.0,20.0,3.0,8.0,50.0,120.0,0.0,47.0,6.0,0.0,0.0,8.0,32.0,18.0,0.0,21.0,20.0,21.0,98.0,73.0,30.0,16.0,2.0,24.0,28.0,16.0,6.0,44.0,64.0,63.0,48.0,33.0,2.0,0.0,0.0,0.0,0.0,960
1,58.0,51.0,18.0,32.0,16.0,21.0,1.0,20.0,44.0,13.0,17.0,0.0,0.0,1.0,24.0,20.0,39.0,4.0,1.0,8.0,18.0,19.0,2.0,6.0,10.0,8.0,25.0,14.0,0.0,12.0,2.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,961
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,9.0,0.0,6.0,0.0,1.0,22.0,0.0,962
1,159.0,173.0,96.0,164.0,92.0,84.0,74.0,218.0,203.0,49.0,158.0,100.0,46.0,189.0,114.0,120.0,153.0,100.0,62.0,34.0,252.0,135.0,59.0,106.0,61.0,0.0,86.0,111.0,64.0,71.0,30.0,79.0,13.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,963
1,52.0,19.0,0.0,3.0,5.0,0.0,213.0,61.0,11.0,75.0,29.0,4.0,0.0,23.0,14.0,48.0,125.0,69.0,0.0,58.0,39.0,3.0,231.0,22.0,25.0,16.0,6.0,0.0,44.0,35.0,1.0,111.0,55.0,213.0,144.0,9.0,0.0,0.0,0.0,0.0,964
1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,34.0,5.0,0.0,1.0,0.0,0.0,19.0,7.0,17.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965
0,0.0,0.0,0.0,36.0,76.0,74.0,0.0,10.0,9.0,0.0,2.0,0.0,59.0,32.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966
0,0.0,0.0,15.0,1.0,13.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967
1,52.0,48.0,222.0,104.0,132.0,81.0,215.0,113.0,17.0,49.0,110.0,0.0,169.0,147.0,82.0,98.0,116.0,174.0,62.0,140.0,57.0,114.0,248.0,144.0,114.0,84.0,173.0,174.0,246.0,165.0,176.0,134.0,297.0,48.0,37.0,0.0,0.0,0.0,0.0,0.0,968
0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969
0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970
1,42.0,51.0,66.0,111.0,47.0,18.0,96.0,90.0,44.0,29.0,26.0,0.0,17.0,2.0,48.0,16.0,3.0,7.0,29.0,1.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,55.0,2.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,971
1,57.0,43.0,7.0,33.0,94.0,2.0,7.0,54.0,10.0,38.0,231.0,3.0,4.0,56.0,91.0,18.0,118.0,11.0,61.0,1.0,99.0,0.0,2.0,171.0,34.0,34.0,13.0,26.0,13.0,0.0,0.0,0.0,0.0,6.0,166.0,0.0,0.0,0.0,0.0,0.0,972
1,14.0,75.0,61.0,48.0,28.0,97.0,75.0,37.0,4.0,0.0,4.0,55.0,18.0,13.0,0.0,0.0,23.0,6.0,0.0,20.0,0.0,22.0,60.0,0.0,0.0,1.0,25.0,12.0,20.0,0.0,0.0,25.0,31.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,973
0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974
1,42.0,0.0,77.0,109.0,42.0,0.0,33.0,39.0,146.0,52.0,0.0,0.0,0.0,1.0,79.0,16.0,251.0,0.0,0.0,72.0,21.0,0.0,185.0,32.0,6.0,0.0,0.0,0.0,0.0,505.0,27.0,9.0,149.0,164.0,519.0,0.0,5.0,1.0,0.0,0.0,975
0,25.0,107.0,75.0,25.0,1.0,11.0,180.0,11.0,0.0,1.0,0.0,0.0,5.0,25.0,27.0,145.0,20.0,1.0,1.0,2.0,0.0,77.0,0.0,44.0,1.0,29.0,119.0,9.0,64.0,13.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,976
1,11.0,8.0,21.0,15.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977
0,164.0,50.0,0.0,2.0,7.0,27.0,21.0,88.0,32.0,3.0,26.0,0.0,0.0,33.0,142.0,25.0,14.0,19.0,63.0,0.0,0.0,46.0,32.0,12.0,0.0,3.0,176.0,35.0,38.0,19.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978
1,16.0,48.0,17.0,53.0,8.0,27.0,0.0,13.0,17.0,43.0,9.0,0.0,40.0,14.0,28.0,34.0,28.0,21.0,0.0,0.0,118.0,35.0,10.0,0.0,0.0,17.0,23.0,39.0,0.0,28.0,0.0,3.0,18.0,117.0,5.0,0.0,0.0,0.0,0.0,0.0,979
1,20.0,1.0,42.0,37.0,3.0,2.0,10.0,0.0,1.0,78.0,0.0,0.0,0.0,29.0,135.0,0.0,2.0,2.0,0.0,0.0,26.0,4.0,40.0,12.0,1.0,1.0,0.0,0.0,0.0,92.0,158.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,980
0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981
1,20.0,19.0,79.0,54.0,20.0,58.0,12.0,12.0,37.0,26.0,58.0,59.0,0.0,10.0,0.0,12.0,0.0,34.0,42.0,12.0,6.0,22.0,58.0,33.0,3.0,0.0,5.0,1.0,0.0,54.0,1.0,1.0,15.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,982
