,TimePeriod,Act1,Act2,Act3,Act4,Act5,Act6,Act7,Act8,Act9,Act10,Act11,Act12,id1,final_result
1226,T6,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[122.0],[1.0]
1227,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[122.0],[1.0]
1228,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[122.0],[1.0]
1229,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[122.0],[1.0]
1230,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1231,T1,70.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1232,T2,0.0,0.0,1.0,5.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1233,T3,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1234,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1235,T5,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1236,T6,21.0,0.0,1.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1237,T7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1238,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1239,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[123.0],[1.0]
1240,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1241,T1,55.0,0.0,27.0,63.0,5.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1242,T2,13.0,0.0,19.0,42.0,19.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1243,T3,0.0,0.0,1.0,19.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1244,T4,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1245,T5,0.0,0.0,5.0,24.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1246,T6,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1247,T7,0.0,0.0,2.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1248,T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1249,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[124.0],[1.0]
1250,T0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[125.0],[1.0]
1251,T1,40.0,0.0,48.0,67.0,0.0,34.0,9.0,0.0,0.0,2.0,0.0,0.0,[125.0],[1.0]
1252,T2,12.0,0.0,7.0,20.0,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,[125.0],[1.0]
1253,T3,16.0,0.0,16.0,23.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,[125.0],[1.0]
1254,T4,16.0,0.0,4.0,9.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,[125.0],[1.0]
1255,T5,32.0,0.0,35.0,48.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,[125.0],[1.0]
1256,T6,0.0,0.0,3.0,14.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,[125.0],[1.0]
1257,T7,3.0,0.0,11.0,26.0,15.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,[125.0],[1.0]
1258,T8,16.0,0.0,7.0,12.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,[125.0],[1.0]
1259,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[125.0],[1.0]
1260,T0,5.0,0.0,4.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1261,T1,14.0,0.0,9.0,20.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1262,T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1263,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1264,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1265,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1266,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1267,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1268,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1269,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[126.0],[0.0]
1270,T0,3.0,1.0,20.0,36.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,[127.0],[1.0]
1271,T1,41.0,0.0,19.0,57.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,[127.0],[1.0]
1272,T2,20.0,0.0,22.0,44.0,14.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,[127.0],[1.0]
1273,T3,0.0,0.0,3.0,8.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,[127.0],[1.0]
1274,T4,2.0,0.0,12.0,20.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,[127.0],[1.0]
1275,T5,0.0,0.0,10.0,22.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,[127.0],[1.0]
1276,T6,2.0,0.0,26.0,44.0,28.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,[127.0],[1.0]
1277,T7,15.0,0.0,16.0,21.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,[127.0],[1.0]
1278,T8,13.0,0.0,16.0,21.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,[127.0],[1.0]
1279,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[127.0],[1.0]
1280,T0,15.0,2.0,1.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1281,T1,60.0,0.0,3.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1282,T2,65.0,0.0,11.0,26.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1283,T3,46.0,0.0,0.0,10.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1284,T4,53.0,0.0,15.0,29.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1285,T5,43.0,0.0,7.0,32.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1286,T6,52.0,0.0,15.0,32.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1287,T7,1.0,0.0,3.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1288,T8,84.0,0.0,4.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1289,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[128.0],[1.0]
1290,T0,117.0,1.0,25.0,45.0,0.0,8.0,11.0,0.0,0.0,1.0,0.0,0.0,[129.0],[1.0]
1291,T1,354.0,0.0,13.0,108.0,9.0,5.0,11.0,0.0,0.0,1.0,7.0,0.0,[129.0],[1.0]
1292,T2,148.0,0.0,6.0,66.0,58.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,[129.0],[1.0]
1293,T3,246.0,0.0,5.0,90.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[129.0],[1.0]
1294,T4,123.0,0.0,3.0,51.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[129.0],[1.0]
1295,T5,170.0,0.0,4.0,72.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[129.0],[1.0]
1296,T6,94.0,0.0,7.0,35.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,[129.0],[1.0]
1297,T7,91.0,0.0,8.0,61.0,29.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,[129.0],[1.0]
1298,T8,72.0,0.0,2.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[129.0],[1.0]
1299,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[129.0],[1.0]
1300,T0,0.0,0.0,13.0,15.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,[130.0],[1.0]
1301,T1,270.0,0.0,22.0,91.0,0.0,15.0,2.0,0.0,0.0,0.0,5.0,0.0,[130.0],[1.0]
1302,T2,82.0,0.0,2.0,34.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[130.0],[1.0]
1303,T3,138.0,0.0,1.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[130.0],[1.0]
1304,T4,57.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[130.0],[1.0]
1305,T5,131.0,0.0,2.0,23.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,[130.0],[1.0]
1306,T6,115.0,0.0,6.0,35.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,[130.0],[1.0]
1307,T7,68.0,0.0,5.0,19.0,18.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,[130.0],[1.0]
1308,T8,432.0,0.0,2.0,38.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,[130.0],[1.0]
1309,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[130.0],[1.0]
1310,T0,18.0,0.0,5.0,20.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1311,T1,115.0,2.0,40.0,68.0,0.0,36.0,15.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1312,T2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1313,T3,1.0,0.0,9.0,17.0,6.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1314,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1315,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1316,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1317,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1318,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1319,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[131.0],[0.0]
1320,T0,25.0,0.0,12.0,33.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,[132.0],[1.0]
1321,T1,98.0,0.0,27.0,37.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,[132.0],[1.0]
1322,T2,30.0,0.0,8.0,34.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,[132.0],[1.0]
1323,T3,14.0,0.0,2.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[132.0],[1.0]
1324,T4,33.0,0.0,5.0,22.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,[132.0],[1.0]
1325,T5,10.0,0.0,3.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[132.0],[1.0]
1326,T6,4.0,0.0,8.0,9.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,[132.0],[1.0]
1327,T7,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[132.0],[1.0]
1328,T8,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[132.0],[1.0]
1329,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[132.0],[1.0]
1330,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1331,T1,19.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1332,T2,37.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1333,T3,5.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1334,T4,10.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1335,T5,50.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1336,T6,21.0,0.0,4.0,13.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1337,T7,49.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1338,T8,126.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1339,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[133.0],[1.0]
1340,T0,23.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,[134.0],[1.0]
1341,T1,121.0,0.0,7.0,33.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,[134.0],[1.0]
1342,T2,90.0,0.0,1.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[134.0],[1.0]
1343,T3,37.0,0.0,2.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[134.0],[1.0]
1344,T4,25.0,0.0,1.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[134.0],[1.0]
1345,T5,13.0,0.0,7.0,9.0,12.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,[134.0],[1.0]
1346,T6,13.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[134.0],[1.0]
1347,T7,20.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[134.0],[1.0]
1348,T8,36.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[134.0],[1.0]
1349,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[134.0],[1.0]
1350,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1351,T1,29.0,0.0,27.0,16.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1352,T2,0.0,0.0,7.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1353,T3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1354,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1355,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1356,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1357,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1358,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1359,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[135.0],[0.0]
1360,T0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1361,T1,38.0,0.0,5.0,14.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1362,T2,61.0,0.0,15.0,28.0,21.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1363,T3,38.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1364,T4,20.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1365,T5,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1366,T6,16.0,0.0,0.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1367,T7,30.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1368,T8,22.0,0.0,10.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1369,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[136.0],[1.0]
1370,T0,96.0,0.0,8.0,9.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,[137.0],[0.0]
1371,T1,36.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[137.0],[0.0]
1372,T2,19.0,0.0,0.0,10.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[137.0],[0.0]
1373,T3,22.0,0.0,1.0,9.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[137.0],[0.0]
1374,T4,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[137.0],[0.0]
1375,T5,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[137.0],[0.0]
1376,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[137.0],[0.0]
1377,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[137.0],[0.0]
1378,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[137.0],[0.0]
1379,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[137.0],[0.0]
1380,T0,0.0,0.0,13.0,17.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,[138.0],[1.0]
1381,T1,109.0,0.0,5.0,57.0,22.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,[138.0],[1.0]
1382,T2,57.0,0.0,3.0,46.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,[138.0],[1.0]
1383,T3,39.0,0.0,3.0,37.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,[138.0],[1.0]
1384,T4,21.0,0.0,3.0,33.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,[138.0],[1.0]
1385,T5,8.0,0.0,1.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[138.0],[1.0]
1386,T6,30.0,0.0,10.0,48.0,25.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,[138.0],[1.0]
1387,T7,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[138.0],[1.0]
1388,T8,31.0,0.0,8.0,45.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,[138.0],[1.0]
1389,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[138.0],[1.0]
1390,T0,22.0,2.0,8.0,14.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1391,T1,73.0,0.0,8.0,36.0,16.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1392,T2,28.0,0.0,4.0,45.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1393,T3,6.0,0.0,5.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1394,T4,2.0,0.0,2.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1395,T5,3.0,0.0,4.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1396,T6,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1397,T7,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1398,T8,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1399,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[139.0],[1.0]
1400,T0,42.0,1.0,12.0,17.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,[140.0],[1.0]
1401,T1,153.0,0.0,13.0,59.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,[140.0],[1.0]
1402,T2,24.0,0.0,4.0,19.0,15.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,[140.0],[1.0]
1403,T3,76.0,0.0,3.0,31.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,[140.0],[1.0]
1404,T4,57.0,0.0,3.0,19.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[140.0],[1.0]
1405,T5,84.0,0.0,29.0,64.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,[140.0],[1.0]
1406,T6,74.0,0.0,8.0,40.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,[140.0],[1.0]
1407,T7,16.0,0.0,6.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,[140.0],[1.0]
1408,T8,119.0,0.0,12.0,29.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,[140.0],[1.0]
1409,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[140.0],[1.0]
1410,T0,19.0,1.0,25.0,21.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,[141.0],[0.0]
1411,T1,142.0,0.0,13.0,63.0,1.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,[141.0],[0.0]
1412,T2,34.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[141.0],[0.0]
1413,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[141.0],[0.0]
1414,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[141.0],[0.0]
1415,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[141.0],[0.0]
1416,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[141.0],[0.0]
1417,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[141.0],[0.0]
1418,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[141.0],[0.0]
1419,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[141.0],[0.0]
1420,T0,3.0,1.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,[142.0],[0.0]
1421,T1,154.0,1.0,21.0,60.0,0.0,22.0,9.0,0.0,0.0,0.0,1.0,0.0,[142.0],[0.0]
1422,T2,128.0,0.0,6.0,34.0,17.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,[142.0],[0.0]
1423,T3,41.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[142.0],[0.0]
1424,T4,23.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[142.0],[0.0]
1425,T5,100.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[142.0],[0.0]
1426,T6,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[142.0],[0.0]
1427,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[142.0],[0.0]
1428,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[142.0],[0.0]
1429,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[142.0],[0.0]
1430,T0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
1431,T1,0.0,1.0,12.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
1432,T2,0.0,0.0,9.0,13.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
1433,T3,0.0,0.0,0.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
1434,T4,5.0,0.0,5.0,9.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
1435,T5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
1436,T6,0.0,0.0,1.0,4.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
1437,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
1438,T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
1439,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[143.0],[0.0]
