"T0_Act1","T0_Act12","T0_Act13","T0_Act14","T0_Act19","T0_Act2","T0_Act3","T0_Act4","T0_Act5","T0_Act6","T0_Act7","T0_Act9","T1_Act1","T1_Act12","T1_Act13","T1_Act14","T1_Act19","T1_Act2","T1_Act3","T1_Act4","T1_Act5","T1_Act6","T1_Act7","T1_Act9","T2_Act1","T2_Act12","T2_Act13","T2_Act14","T2_Act19","T2_Act2","T2_Act3","T2_Act4","T2_Act5","T2_Act6","T2_Act7","T2_Act9","T3_Act1","T3_Act12","T3_Act13","T3_Act14","T3_Act19","T3_Act2","T3_Act3","T3_Act4","T3_Act5","T3_Act6","T3_Act7","T3_Act9","T4_Act1","T4_Act12","T4_Act13","T4_Act14","T4_Act19","T4_Act2","T4_Act3","T4_Act4","T4_Act5","T4_Act6","T4_Act7","T4_Act9","T5_Act1","T5_Act12","T5_Act13","T5_Act14","T5_Act19","T5_Act2","T5_Act3","T5_Act4","T5_Act5","T5_Act6","T5_Act7","T5_Act9","T6_Act1","T6_Act12","T6_Act13","T6_Act14","T6_Act19","T6_Act2","T6_Act3","T6_Act4","T6_Act5","T6_Act6","T6_Act7","T6_Act9","T7_Act1","T7_Act12","T7_Act13","T7_Act14","T7_Act19","T7_Act2","T7_Act3","T7_Act4","T7_Act5","T7_Act6","T7_Act7","T7_Act9","T8_Act1","T8_Act12","T8_Act13","T8_Act14","T8_Act19","T8_Act2","T8_Act3","T8_Act4","T8_Act5","T8_Act6","T8_Act7","T8_Act9","T9_Act1","T9_Act12","T9_Act13","T9_Act14","T9_Act19","T9_Act2","T9_Act3","T9_Act4","T9_Act5","T9_Act6","T9_Act7","T9_Act9","id","final_result"
5.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,5.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,37.0,92.0,18.0,19.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,19.0,79.0,38.0,12.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0,33.0,0.0,1.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,59.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,25.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,16.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_506753",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,2.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,18.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_507359",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_507817",0
17.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,3.0,1.0,0.0,24.0,0.0,1.0,1.0,0.0,0.0,6.0,23.0,15.0,18.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,14.0,50.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,13.0,12.0,9.0,4.0,0.0,132.0,0.0,1.0,0.0,0.0,0.0,28.0,36.0,21.0,33.0,5.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_508452",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,4.0,82.0,25.0,4.0,2.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,0.0,0.0,0.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,33.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,22.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,8.0,61.0,22.0,3.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,13.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,15.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_508537",1
121.0,0.0,2.0,2.0,0.0,0.0,12.0,59.0,0.0,6.0,8.0,0.0,956.0,0.0,2.0,0.0,0.0,0.0,27.0,233.0,3.0,2.0,11.0,0.0,1328.0,0.0,0.0,1.0,0.0,0.0,10.0,199.0,15.0,6.0,6.0,0.0,901.0,0.0,0.0,0.0,0.0,0.0,8.0,97.0,12.0,2.0,2.0,0.0,899.0,0.0,0.0,0.0,0.0,0.0,13.0,141.0,12.0,5.0,2.0,0.0,928.0,0.0,0.0,0.0,0.0,0.0,10.0,120.0,0.0,6.0,2.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0,27.0,0.0,1.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,1.0,10.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_508662",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_508668",0
1.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,2.0,4.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,2.0,3.0,2.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,12.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_509226",1
17.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,2.0,0.0,0.0,2.0,23.0,0.0,0.0,1.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,17.0,0.0,0.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,2.0,18.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_509768",1
7.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,4.0,4.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,4.0,2.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,4.0,17.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,3.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_509797",0
0.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,1.0,9.0,2.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,16.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_509901",0
0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,3.0,4.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,0.0,5.0,8.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,7.0,25.0,19.0,7.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_509926",0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,5.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,31.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,13.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_510492",0
110.0,0.0,0.0,1.0,0.0,1.0,7.0,26.0,1.0,6.0,7.0,0.0,384.0,0.0,0.0,0.0,0.0,1.0,43.0,59.0,1.0,21.0,16.0,0.0,546.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,14.0,5.0,3.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,7.0,51.0,12.0,9.0,1.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,6.0,61.0,15.0,10.0,2.0,0.0,393.0,0.0,0.0,1.0,0.0,0.0,17.0,77.0,17.0,4.0,6.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,4.0,0.0,0.0,224.0,0.0,0.0,1.0,0.0,0.0,3.0,40.0,14.0,8.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_510556",1
2.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,1.0,0.0,79.0,0.0,0.0,0.0,0.0,2.0,17.0,36.0,2.0,6.0,5.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,16.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,17.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,14.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_510756",1
18.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,0.0,6.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,44.0,49.0,1.0,15.0,15.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,26.0,42.0,17.0,13.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,14.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,26.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_510845",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,24.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_511050",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,14.0,32.0,0.0,8.0,4.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,19.0,46.0,17.0,6.0,3.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,20.0,4.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,27.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,22.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,9.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_511067",1
287.0,0.0,0.0,2.0,0.0,1.0,20.0,97.0,0.0,4.0,10.0,0.0,729.0,0.0,1.0,1.0,0.0,0.0,9.0,256.0,1.0,6.0,1.0,0.0,1230.0,0.0,2.0,0.0,0.0,0.0,15.0,332.0,30.0,10.0,1.0,0.0,614.0,0.0,0.0,0.0,0.0,0.0,5.0,253.0,23.0,1.0,0.0,0.0,626.0,0.0,0.0,2.0,0.0,0.0,19.0,357.0,41.0,10.0,4.0,0.0,502.0,0.0,0.0,0.0,1.0,0.0,4.0,226.0,22.0,1.0,1.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,8.0,286.0,17.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,15.0,204.0,11.0,16.0,1.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_511306",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,3.0,0.0,0.0,1.0,25.0,27.0,1.0,19.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,16.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,26.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,0.0,12.0,7.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_511459",1
100.0,0.0,0.0,0.0,0.0,1.0,2.0,43.0,1.0,1.0,1.0,0.0,268.0,0.0,1.0,1.0,0.0,0.0,10.0,70.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_511474",0
71.0,0.0,0.0,0.0,0.0,2.0,42.0,46.0,3.0,20.0,4.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,66.0,88.0,0.0,44.0,9.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,101.0,119.0,56.0,51.0,10.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,54.0,61.0,38.0,31.0,1.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,32.0,83.0,30.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,48.0,13.0,40.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,69.0,64.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,39.0,0.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_511515",0
49.0,0.0,0.0,1.0,0.0,0.0,7.0,19.0,0.0,2.0,5.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,0.0,3.0,2.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,13.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,25.0,4.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,12.0,2.0,2.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,15.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_511524",1
35.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,19.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_511527",0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,1.0,6.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,16.0,2.0,4.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_511693",1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BBB_2013B_512070",0
